activity_id,sub_activity_id,donor,announcement_date,aid_type_general,aid_type_specific,explanation,reporting_currency,measure,source_reported_value,tot_activity_value,tot_activity_value_EUR,tot_activity_value_constant_currency,tot_sub_activity_value,tot_sub_activity_value_EUR,tot_sub_activity_value_constant_currency,tot_sub_activity_value_constant_currency_redistr,tot_sub_activity_value_EUR_redistr,tot_value_deliv_EUR,item,item_type,item_sub_type,item_soviet_origin,item_numb,item_numb_deliv, item_price_USD ,item_value_estimate_USD,item_value_estimate_deliv_USD,official_source_dummy,source_of_aid_1,source_of_aid_2,source_of_aid_3,source_of_aid_4,deliv_official_source_dummy,deliv_source,channel,location,coords,geo_sources,geo_accuracy,building_or_facility,reconstruction_sector,loan_mat,loan_int,loan_gra,updated_dummy,total_value_dummy,month,short_term,earmarked_year,activity_match_deliv,value_source_activity_type,value_source_deliv_type,alloc_no_date,reallocation_sub_activity_id,Working/Debug >>>,before_war,month_exists_dummy,ukraine_asked_dummy,heavy_undisclosed_package,heavy_undisclosed_deliv,ammo_dummy,in_kind_dummy,deliv_more_than_comm,non_eu_nato_dummy,nato_dummy,eu_dummy,eu_geo_dummy,source_of_weapon,dummy_first_row_commitment_check (1=error),dummy_month_check (1=error),allocation_dummy_check (1= error),formula_dummy _check(1=error),reimbursement_value_type,reimbursed_with,deflator,change_currency,inflation_percentage,tot_sub_activity_value_EUR_OLD,notes,procurement_location,procurement_contractor,mixed_package_dummy,year_month,year
IEF2,IEF2_1,Ireland,2022-11-09,Financial,Grant,"Ireland has provided EUR25 million in funding for the Ukrainian Government as budget support. On 9 November 2022, the Government approved the provision by the Department of Foreign Affairs of EUR30 million in 2022 to provide institutional support for the stability of the governments of Ukraine (EUR25 million) and Moldova (EUR5 million) to mitigate the impact of Russia’s war on Ukraine. Here, we report the 4 EUR million was provided to the European Bank for Reconstruction and Development Small Business Impact Fund. ",EUR,Allocation,"4,000,000",4000000.0,4000000.0,3756479.0,4000000.0,4000000.0,3756479.0,3756479.0,4000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.dfa.ie/news-and-media/press-releases/press-release-archive/2022/december/minister-coveney-announces-additional-funding-for-ukraine-and-moldova.php,https://www.oireachtas.ie/en/debates/question/2023-01-31/102/,.,.,0.0,.,EBRD SBIF,,,,,,,,,,0.0,1.0,November,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,106.582264,4000000.0,,,,,2022-11,2022
IEF3,IEF3_1,Ireland,2022-11-09,Financial,Grant,"Ireland has provided EUR25 million in funding for the Ukrainian Government as budget support. On 9 November 2022, the Government approved the provision by the Department of Foreign Affairs of EUR30 million in 2022 to provide institutional support for the stability of the governments of Ukraine (EUR25 million) and Moldova (EUR5 million) to mitigate the impact of Russia’s war on Ukraine. Here, we report the 1 EUR million that was provided to the Council of Europe Development Bank (CEB) Ukraine Solidarity Fund.",EUR,Allocation,"1,000,000",1000000.0,1000000.0,939120.0,1000000.0,1000000.0,939120.0,939120.0,1000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.dfa.ie/news-and-media/press-releases/press-release-archive/2022/december/minister-coveney-announces-additional-funding-for-ukraine-and-moldova.php,https://www.oireachtas.ie/en/debates/question/2023-01-31/102/,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,November,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,106.582264,1000000.0,,,,,2022-11,2022
IEF4,IEF4_1,Ireland,2023-07-13,Financial,Grant,"Ireland will voluntarily contribute EUR 7 million to the EIB's ""EU for Ukraine Fund"". The fund is a temporary bridging solution for urgent infrastructure needs and to support the economy.",EUR,Allocation,"7,000,000",7000000.0,7000000.0,6165208.0,7000000.0,7000000.0,6165208.0,6165208.0,7000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.eib.org/en/press/all/2023-272-eu-member-states-pledge-over-eur400-million-to-the-eib-s-fund-supporting-ukraine,https://www.eib.org/en/projects/regions/eastern-neighbours/ukraine/eib-solidarity.htm?sortColumn=StartDate&sortDir=desc&pageNumber=0&itemPerPage=10&pageable=true&language=EN&defaultLanguage=EN&tags=ukraine-solidarity&ortags=true,.,.,0.0,.,EIB EU4U,,,,,,reconstruction infrastructure,,,,0.0,1.0,July,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,109.742663,7000000.0,,,,,2023-07,2023
IEF5,IEF5_1,Ireland,2023-09-19,Financial,Grant,"On 19 September 2023, the Irish Minister of Foreign Affairs announced a further EUR23 million in humanitarian and institutional support for Ukraine. We divide this donation into financial and humanitarian aid. Here, we report financial aid, that is, 8 EUR million, to support World Bank development and relief programs in Ukraine and Moldova.  ",EUR,Allocation,"8,000,000",8000000.0,8000000.0,7045951.0,8000000.0,8000000.0,7045951.0,7045951.0,8000000.0,,.,.,.,0.0,.,., . ,,,1.0,"https://irishaid.ie/news-publications/press/pressreleasearchive/2023/september/tanaiste-announces-23m-in-additional-support-for-ukraine-and-moldova-.html#:~:text=Today's%20announcement%20brings%20to%20over,following%20Russia's%20full%2Dscale%20invasion",.,.,.,0.0,.,WB URTF ,,,,,,,,,,0.0,1.0,September,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,1.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.0,109.742663,8000000.0,,,,,2023-09,2023
ISH1,ISH1_1,Iceland,2022-02-28,Humanitarian,Contribution,"According to Source of Aid 1, Iceland announced 145 ISK million in humanitarian aid for Ukraine, evenly divided between the International Red Cross (ICRC), the United Nations Coordination Office for Humanitarian Affairs (OCHA) and the United Nations High Commissioner for Refugees (UNHCR). This entry reports the funds given through the ICRC",ISK,Allocation,"48,333,333",48333333.0,340400.0,302833.0,48333333.0,340400.0,302833.0,302833.0,340400.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,.,.,0.0,.,ICRC,,,,,,,,,,0.0,1.0,February,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,323603.0,,,,,2022-02,2022
ISH2,ISH2_1,Iceland,2022-02-28,Humanitarian,Contribution,"According to Source of Aid 1, Iceland announced 145 ISK million in humanitarian aid for Ukraine, evenly divided between the International Red Cross (ICRC), the United Nations Coordination Office for Humanitarian Affairs (OCHA) and the United Nations High Commissioner for Refugees (UNHCR). This entry reports the funds given through the UN OCHA.",ISK,Allocation,"48,333,333",48333333.0,340400.0,302833.0,48333333.0,340400.0,302833.0,302833.0,340400.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,.,.,0.0,.,UNOCHA,,,,,,,,,,0.0,1.0,February,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,323603.0,,,,,2022-02,2022
ISH3,ISH3_1,Iceland,2022-02-28,Humanitarian,Contribution,"According to Source of Aid 1, Iceland announced 145 ISK million in humanitarian aid for Ukraine, evenly divided between the International Red Cross (ICRC), the United Nations Coordination Office for Humanitarian Affairs (OCHA) and the United Nations High Commissioner for Refugees (UNHCR). This entry reports the funds given through the UNHRC",ISK,Allocation,"48,333,333",48333333.0,340400.0,302833.0,48333333.0,340400.0,302833.0,302833.0,340400.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,.,.,0.0,.,UNHCR,,,,,,,,,,0.0,1.0,February,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,323603.0,,,,,2022-02,2022
ISH4,ISH4_1,Iceland,2022-03-03,Humanitarian,Contribution,"According to Source of Aid 1, Iceland announced additional humanitarian aid contributions totaling 145 million ISK. The donation is divided between three partners of the Icelandic government: the Icelandic Red Cross - 45 million, the United Nations Population Fund (UNFPA) – 50 million, and the United Nations Children's Fund (UNICEF) – 50 million. We do not contribute to the Icelandic Red Cross. Here, we report donations to UNFPA. ",ISK,Allocation,"50,000,000",50000000.0,348707.0,310223.0,50000000.0,348707.0,310223.0,310223.0,348707.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/ ,.,.,.,0.0,.,UNFPA,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,334762.0,,,,,2022-03,2022
ISH5,ISH5_1,Iceland,2022-03-03,Humanitarian,Contribution,"According to Source of Aid 1, Iceland announced additional humanitarian aid contributions totaling 145 million ISK. The donation is divided between three partners of the Icelandic government: the Icelandic Red Cross - 45 million, the United Nations Population Fund (UNFPA) – 50 million, and the United Nations Children's Fund (UNICEF) – 50 million. We do not contribute to the Icelandic Red Cross. Here, we report donations to UNICEF. ",ISK,Allocation,"50,000,000",50000000.0,348707.0,310223.0,50000000.0,348707.0,310223.0,310223.0,348707.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/ ,.,.,.,0.0,.,UNICEF,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,334762.0,,,,,2022-03,2022
ISH6,ISH6_1,Iceland,2022-03-25,Humanitarian,Assistance,"According to Source of Aid 1, the Prime Minister announced 150 million ISK in additional contributions to humanitarian operations. Of these contributions, a 50 million ISK donation had previously been announced to the United Nations High Commissioner for Refugees (UNHCR) in response to infrastructure pressures in Moldova due to the arrival of refugees from Ukraine. Therefore, we only account for 100 million ISK but use 150 million ISK to calculate the differences being added in further packages.",ISK,Allocation,"100,000,000",100000000.0,697414.0,620446.0,100000000.0,697414.0,620446.0,620446.0,697414.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/ ,.,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,669523.0,,,,,2022-03,2022
ISH7,ISH7_1,Iceland,2022-05-05,Humanitarian,Assistance,"According to Source of Aid 1, the Prime Minister announced a near doubling of Iceland's support for Ukraine with an additional contribution of 425 million ISK at the High-Level International Donors’ Conference for Ukraine which took place in Warsaw 5 May. The donation is divided into 295 million ISK in new humanitarian contributions (ISH7) and an additional 130 million ISK to the World Bank's plan for economic emergency assistance to Ukraine (ISF2).",ISK,Allocation,"295,000,000",295000000.0,2130523.0,1895397.0,295000000.0,2130523.0,1895397.0,1895397.0,2130523.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/ ,.,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,1975094.0,,,,,2022-05,2022
ISH8,ISH8_1,Iceland,2023-02-03,Humanitarian,Contribution,"According to Source of Aid 1, Iceland grants EUR 1.5 million to the benefit of Ukrainian energy companies and its citizens exposed to the impact of the Russian war. According to Source of Aid 2, this contribution to the Ukraine Energy Support Fund amounts to 215 million ISK.",ISK,Allocation,"215,000,000",215000000.0,1404219.0,1228343.0,215000000.0,1404219.0,1228343.0,1228343.0,1404219.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.energy-community.org/news/Energy-Community-News/2023/02/03a.html,https://web.archive.org/web/20230321123738/https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,.,0.0,.,EU Ukraine Energy Support Fund,,,,,,,,,,0.0,1.0,February,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.00685,115.276099,1439475.0,,,,,2023-02,2023
ISH17,0,Iceland,2023-12-15,Humanitarian,Budgetary appropriations,"On December 15th, the Icelandic Parliament discussed an increase regarding development cooperation of 1 billion ISK alongside 750 ISK for defense related projects (Source of Aid 1). This spending was ultimately included into the 2024 FY budget as part of 35.10 Development Cooperation under the responsabilities of the Ministry of Foreign Affairs (Source of Aid 2). This increase was coordinated as part of Iceland's longer term development plan (Source of Aid 3) and a Ukraine specific support plan planned to be presented for the spring of 2024. In this entry we account for the 1 billion ISK in development cooperation including future economic and humanitarian aid.",ISK,Commitment,"1,000,000,000",1000000000.0,6642195.0,5810272.0,,,,,,,.,.,.,0.0,.,., . ,,,1.0,https://www.althingi.is/altext/154/s/0826.html,https://www.althingi.is/altext/pdf/154/s/0854.pdf,https://www.althingi.is/altext/154/s/0811.html,.,0.0,.,.,,,,,,,,,,0.0,1.0,December,1.0,2024,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,114.0,1.00685,115.276099,,,,,,2023-12,2023
ISM1,ISM1_1,Iceland,2022-04-24,Military,Funding for Weapon Acquisition Program,"According to Source of Aid 1, Iceland  has made a EUR 200,000 contribution to NATO’s Trust Fund for Ukraine Professional Development Programme.",EUR,Allocation,"200,000",200000.0,200000.0,183734.0,200000.0,200000.0,183734.0,183734.0,200000.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20220516160332/https://www.government.is/topics/foreign-affairs/war-in-ukraine/#panel-17938480-c488-11ec-8148-005056bcf582-9,https://www.icelandreview.com/politics/iceland-donates-isk-130-million-in-emergency-aid-to-ukraine/,.,.,0.0,.,NATO CAP,,,,,,,,,,0.0,1.0,April,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,procurement,0.0,0,0.0,0.0,Not Stocks,,109.0,1.0,108.852913,200000.0,,,,,2022-04,2022
ISM3,ISM3_1,Iceland,2022-12-21,Military,Equipment,"According to Source of Aid 2, Iceland transferred about 12,000 pieces of winter clothing to the Armed Forces of Ukraine.",USD,Allocation,Not given,710820.0,671294.0,597644.0,710820.0,671294.0,597644.0,597644.0,671294.0,660675.0,winter clothing (general),Military equipment,Military equipment,0.0,12000,12000, 59 ,710820.0,710820.0,1.0,https://www.government.is/topics/foreign-affairs/war-in-ukraine/,https://www.weareukraine.info/iceland-transfers-about-12000-pieces-of-winter-clothing-to-ukrainian-army/,https://www.ukrinform.net/rubric-ato/3638575-iceland-transfers-about-12000-pieces-of-winter-clothing-to-ukrainian-armed-forces.html ,https://mil.in.ua/en/news/iceland-and-lithuania-are-providing-warm-clothes-for-the-ukrainian-military/  ,0.0,https://www.weareukraine.info/iceland-transfers-about-12000-pieces-of-winter-clothing-to-ukrainian-army/ ,.,,,,,,,,,,0.0,1.0,December,1.0,2022-2023,1.0,Value is calculated with prices,Value is calculated with prices,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,Not Stocks,,112.0,1.123234,108.852913,660675.0,,,,,2022-12,2022
ISM6,ISM6_1,Iceland,2023-05-15,Military,Equipment,"According to Source of Aid 1, Iceland will purchase and donate a fully equipped mobile field hospital to Ukraine, which is worth ISK 1.2 billion.",ISK,Allocation,"1,200,000,000",1200000000.0,7974867.0,6870990.0,1200000000.0,7974867.0,6870990.0,6870990.0,7974867.0,,field hospital (Iceland),Humanitarian,Humanitarian,0.0,1,undisclosed," 8,644,081 ",8644081.0,,1.0,https://www.government.is/topics/foreign-affairs/war-in-ukraine/,https://www.icenews.is/2023/05/16/iceland-donates-mobile-emergency-hospital-to-ukraine/,https://kaitseministeerium.ee/en/news/pevkur-brussels-military-field-hospital-ukraine-iceland-creation-it-coalition-aid-ukraine-works,https://www.pravda.com.ua/eng/news/2023/05/15/7402329/ ,0.0,.,.,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,.,0.0,1.0,0.0,1.0,procurement,0.0,0,0.0,0.0,Not Stocks,,116.0,1.00685,115.276099,8034280.0,,,,,2023-05,2023
ISM7,ISM7_1,Iceland,2023-05-23,Military,Equipment,"According to Source of Aid 1, Iceland has financed and delivered 10 fuel trucks for the Ukrainian military.
",ISK,Allocation,"60,000,000",60000000.0,398743.0,343549.0,60000000.0,398743.0,343549.0,343549.0,398743.0,343549.0,Tank truck,Military equipment,Military equipment,0.0,10,10," 350,000 ",3500000.0,3500000.0,1.0,https://www.government.is/topics/foreign-affairs/war-in-ukraine/ ,https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2023/05/23/Studningur-vid-eldsneytisflutninga-ukrainska-hersins/,.,.,1.0,https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,1.0,Value is given by the source,Value is given by the source,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,.,0.0,1.0,0.0,1.0,procurement,0.0,0,0.0,0.0,Not Stocks,,116.0,1.00685,115.276099,401714.0,,,,,2023-05,2023
ISM9,0,Iceland,2023-12-15,Military,Budgetary appropriations,"On December 15th, the Icelandic Parliament discussed an increase regarding development cooperation of 1 billion ISK alongside 750 ISK for defense related projects (Source of Aid 1). This spending was ultimately included into the 2024 FY budget as part of 35.10 Development Cooperation under the responsabilities of the Ministry of Foreign Affairs (Source of Aid 2). This increase was coordinated as part of Iceland's longer term development plan (Source of Aid 3) and a Ukraine specific support plan planned to be presented for the spring of 2024. In this entry we account for the 750 million ISK in defense related projects.",ISK,Commitment,"750,000,000",750000000.0,4981647.0,4292090.0,,,,,,,.,.,.,0.0,.,., . ,,,1.0,https://www.althingi.is/altext/154/s/0826.html,https://www.althingi.is/altext/pdf/154/s/0854.pdf,https://www.althingi.is/altext/154/s/0811.html,.,0.0,.,.,,,,,,,,,,0.0,1.0,December,1.0,2024,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,116.0,1.00685,115.276099,,,,,,2023-12,2023
ISF1,ISF1_1,Iceland,2022-04-24,Financial,Grant,"According to Source of Aid 1, Iceland has decided to send ISK 130 million in emergency financial assistance to Ukraine via the World Bank.",ISK,Allocation,"130,000,000",130000000.0,929690.0,827088.0,130000000.0,929690.0,827088.0,827088.0,929690.0,,.,.,.,0.0,.,., . ,,,1.0,"https://www.icelandreview.com/politics/iceland-donates-isk-130-million-in-emergency-aid-to-ukraine/#:~:text=The%20Icelandic%20government%20has%20decided,Ukraine%20via%20the%20World%20Bank.",https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,.,0.0,.,WB FREE,,,,,,,,,,0.0,1.0,April,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,870380.0,,,,,2022-04,2022
ISF2,ISF2_1,Iceland,2022-05-05,Financial,Grant,"According to Source of Aid 1, Iceland's Prime Minister announced an additional 130 million ISK to the World Bank's plan for economic emergency assistance to Ukraine at the High-Level International Donors’ Conference for Ukraine which took place in Warsaw 5 May.",ISK,Allocation,"130,000,000",130000000.0,938875.0,835260.0,130000000.0,938875.0,835260.0,835260.0,938875.0,,.,.,.,0.0,.,., . ,,,1.0,https://web.archive.org/web/20230127053143/https://www.government.is/topics/foreign-affairs/war-in-ukraine/,.,.,.,0.0,.,WB FREE,,,,,,,,,,0.0,1.0,May,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,0.0,1.0,,0.0,0,0.0,0.0,,,112.0,1.055619,108.852913,870380.0,,,,,2022-05,2022
ITH2,ITH2_1,Italy,2022-02-24,Humanitarian,Contribution,"Grant with humanitarian purposes to the International Red Cross activities in Ukraine. According to ""Source of Aid 1"", Italy has supported the Ukrainian defence with substantial military support (ITM1-ITM3), granted 110 million EUR (ITF1), committed to a loan of 200 million EUR (ITF2), donated 1 million EUR to ICRC operations in Ukraine (ITH2), shipped health/sanitary goods via the EU Civil Protection Mechanism (ITH3), sent medical equipment via Poland and Rumania to Ukraine (ITH4), donated 45 fire-vehicles (ITH5), additionally contributed with 25 million EUR in response to the humanitarian appeals lanunched by the United Nations system and the International Red Cross (ITH6). We do not iclude aids to international organisations or aids to Ukrainian refugees outside Ukraine. ",EUR,Allocation,"1,000,000",1000000.0,1000000.0,939120.0,1000000.0,1000000.0,939120.0,939120.0,1000000.0,,.,.,.,0.0,.,., . ,,,1.0,https://www.esteri.it/en/politica-estera-e-cooperazione-allo-sviluppo/aree_geografiche/europa/litalia-a-sostegno-dellucraina/,.,.,.,0.0,.,ICRC,,,,,,,,,,0.0,1.0,February,1.0,2022-2023,0.0,Value is given by the source,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,106.0,1.0,103.60458,1000000.0,,,,,2022-02,2022
ITH3,ITH3_1,Italy,2022-03-07,Humanitarian,Equipment,Food and first-necessity items. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). This mechanism organizes logistics for donations and covers some of the transportation cost. No further information regarding the shipment has been disclosed. ,USD,Allocation,Not given,200000.0,181505.0,151754.0,200000.0,181505.0,151754.0,151754.0,181505.0,,ton of necessity items,Humanitarian,Humanitarian,0.0,20,undisclosed," 10,000 ",200000.0,,1.0,https://www.esteri.it/it/sala_stampa/archivionotizie/comunicati/2022/03/fornitura-di-beni-umanitari-in-favore-della-popolazione-ucraina/,.,.,.,0.0,.,EU Civil Protection Mechanism,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is calculated with prices,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,120.0,1.123234,103.60458,185891.0,,,,,2022-03,2022
ITH4,ITH4_1,Italy,2022-03-14,Humanitarian,Equipment,"Italian Civil Protection sent materials via Poland (200 tents for a total of 1000 people; 1000 camp beds; 1000 sleeping bags), medicines and medical equipment via Romania (23 ambulances, as well as 3 field kitchens). According to ""Source of Aid 1"", Italy has supported the Ukrainian defence with substantial military support (ITM1-ITM3), granted 110 million EUR (ITF1), committed to a loan of 200 million EUR (ITF2), donated 1 million EUR to ICRC operations in Ukraine (ITH2), shipped health/sanitary goods via the EU Civil Protection Mechanism (ITH3), sent medical equipment via Poland and Rumania to Ukraine (ITH4), donated 45 fire-vehicles (ITH5), additionally contributed with 25 million EUR in response to the humanitarian appeals lanunched by the United Nations system and the International Red Cross (ITH6). We do not iclude aids to international organisations or aids to Ukrainian refugees outside Ukraine. ",USD,Allocation,Not given,8267485.0,7502965.0,6273122.0,8267485.0,7502965.0,6273122.0,6273122.0,7502965.0,,general purpose tent,Humanitarian,Humanitarian,0.0,200,undisclosed," 3,000 ",600000.0,,1.0,https://www.esteri.it/en/politica-estera-e-cooperazione-allo-sviluppo/aree_geografiche/europa/litalia-a-sostegno-dellucraina/,.,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,March,1.0,2022-2023,0.0,Value is calculated with prices,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,120.0,1.123234,103.60458,7684250.0,,,,,2022-03,2022
ITH5,ITH5_1,Italy,2022-04-19,Humanitarian,Equipment,"The Italian Corpo Nazionale dei Vigili del Fuoco donated 45 vehicles to their Ukrainian counterpart. The shipment, coordinated by the Italian Civil Protection, left by train towards Slovakia. According to ""Source of Aid 1"", Italy has supported the Ukrainian defence with substantial military support (ITM1-ITM3), granted 110 million EUR (ITF1), committed to a loan of 200 million EUR (ITF2), donated 1 million EUR to ICRC operations in Ukraine (ITH2), shipped health/sanitary goods via the EU Civil Protection Mechanism (ITH3), sent medical equipment via Poland and Rumania to Ukraine (ITH4), donated 45 fire-vehicles (ITH5), additionally contributed with 25 million EUR in response to the humanitarian appeals lanunched by the United Nations system and the International Red Cross (ITH6). We do not iclude aids to international organisations or aids to Ukrainian refugees outside Ukraine. ",USD,Allocation,Not given,18000000.0,16637802.0,13910628.0,18000000.0,16637802.0,13910628.0,13910628.0,16637802.0,,fire-vehicle,Humanitarian,Humanitarian,0.0,45,undisclosed," 400,000 ",18000000.0,,1.0,https://www.esteri.it/en/politica-estera-e-cooperazione-allo-sviluppo/aree_geografiche/europa/litalia-a-sostegno-dellucraina/,https://www.padovaoggi.it/cronaca/vigili-fuoco-mezzi-ucraina-padova-14-aprile-2022.html,.,.,0.0,.,.,,,,,,,,,,0.0,1.0,April,1.0,2022-2023,0.0,Value is calculated with prices,Value is not given at all,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.0,1.0,1.0,,0.0,0,0.0,0.0,,,120.0,1.123234,103.60458,16730179.0,,,,,2022-04,2022
